INFJ	s look experienced s been is
INFJ	have raised grew was was growing
ENFJ	lies experience remember
ESFP	has been finding does like is offered s get older playing does work
ENTJ	can be heard
ENTJ	should be leading
ISFJ	have been doing was know be do
ISFJ	are dance
ISTP	started auditioning was did get was is
INTJ	think get caught having am going get married am going have try find will fit do want be based
ENFP	think ca escape s is ca escape disagree have base
ESFJ	live is is is unrest are wanted promote red love
INFP	was was learnt read came called
ESFP	ca wait be hanging hanging going d be laughing having getting driving ca wait
ESFP	would love am gets knows
ESFP	love getting doing was growing was getting punching was am accustomed can take
ENTJ	is something do have become
INFJ	grew
INFJ	need are keeps boiling have started think retiring was shocked heard fade
INFP	bugs have say am
INTP	knew had cut make
INTP	are see go d get
INTP	do know s find committed
INFP	try write wo age love
ENTP	are surprised see s is advertised trailed is thought was going be
INFP	will be
INFP	feel is can collaborate have s
ISFP	d date does matter s
ISTP	wanted be knew did want do did was
ISTP	parenting is
INFP	get want prove can rock have got
INFP	thought might retire become
INFP	have resigned are are thought would do might do can can lift will do know
ESTJ	think s s ca have
ENFP	was had was were
ISTP	say growing can be feel have have is something would trade
ISTP	prefer be look
INFJ	write deals dishonest comes bumping
ESFP	have been intrigued was doing was getting would tweak
ISTP	got married had felt be married
ISTP	am s am grew was was
ISTP	were supporting wanted do think was caught would drive were was did called moved
INFP	loves everytime draws want tell wo s s deal
INFP	traveling being see was liked
ESFP	think is expect know know is left have left s
INTP	is be known be
ISFP	s be do need touch talk passes are
ISTJ	esteem is be
ISFP	restore am
ISFP	have be d be spent s refuel
ISFP	do want be want be left
ESFP	can be like are
ENFP	s is d have say aimed settled
INTJ	must do must do
ESFJ	is am worried is being care will care
ESFJ	faced is having being means have
INFP	be
INTJ	are are are
ENTP	are are
INTJ	s having being having s been
ENFP	s need receive feel think do care care do care are
ISFP	s could be like being like eating go watch have exert say have got see cause am being
ISFP	being is do have answer anybody do want
INFP	have feel
ISTJ	is born
INFP	think jump am
ISFP	look speak walk are
INFJ	will be judged reads
ISFP	s be
ISTJ	can take will is will unrewarded is will is are
INFJ	degenerates trusted are
INFJ	is needs can stand
ENFP	are afraid is go can be does is should be
INTJ	has written
ESFP	think is has been gathered dined
INFJ	reflects
ENTP	must accept life are must decide play win
ISTJ	is be
INTJ	know is had invent
ENTP	is follow
ESFP	can can settle can be
ISFP	have noticed leave married are inclined treat is married
ISFP	am am
ISFP	used send get d sit loved loved did miss happened was
ISFP	ca be needs ca do
ISFP	used think looked must be sitting dreaming being am going worry am dreaming
INTJ	is can be conquered count
INTJ	writes
ISTJ	is be be
INFP	is is
INTJ	may pray may pray
ENTP	makes making
INTJ	moves
ISTP	mean have been do want s
ISFJ	love love do like are going get
INTJ	are are are are are
ISFP	do think could live styling let be am am believe live
ISTJ	investing would admonish anticipate
ESFJ	decided be warned d be are comes
ESTJ	can meet
ISTJ	can exist ministers performs failing ceases be exist
INTJ	left is would heat minus let cooking
INTP	is will admire will like are will be
INTP	can be
ESFP	comes act happen
ISFP	leaving giving boost
INTP	have said must
INTJ	is unchanging
INFP	weed weed
ESTP	was d start writing
INFP	are surrounded can be are can be do feel can trust talk feel are
ESTP	is is carried can trust guides is come can know are
ISFP	do know use let
INTP	chequered is is indebted have been gained
INTP	love is regulating might determine
INFP	love love could do has love can do
INFP	has understand let is thirteen
INFP	upholds
INFP	is leave listen wait wait be will present can do will writhe
ISFJ	am am going be have do think am made
ENTP	has be have feel are
ESFP	feel
ISFP	s end leave
ENFP	have learned is are going go leave have got trust can say be be trusting
ISFP	do is were recorded were done was made let
ENTP	acquiring is
ESFJ	want be can write can read can pray can cry can do want go
ENFP	love do know put let have getting dressed
ISFJ	testing is
INFP	was writing d play
ESTP	does should hijack s are have isolated made feel are are
ENTP	is is attain
INFJ	come was say wanted be leave
ENTJ	is ca deal
ESFP	get need bring am s be
ENFJ	is are occupy is
ESTP	am see inherit am making let go have create
ENTP	being trying come relate have been known bed
ISFP	knew d be let win
INFP	got am need do be create know stop know start know leave guess kind take
ESTP	am trying do is get were changed was failing
ESTP	is made
INFP	want stay be left want tell am
ENTP	do think got room love collaborating do think would want did think d want take does
ENFJ	devote literature is is
ENFJ	can depend lie
ISTJ	is know
ESFP	is having are brand given can gaurantee hit
INFJ	is
INFJ	is is determined
ESFJ	decided be warned d be are
ESFJ	am have learned are consider unqualified
ISTP	lived was growing had starting was used enjoy walking
ISTJ	is
INFP	was living partying
ISFP	am d feel would be scared am get go have know going jump get
INFP	may be do have change s consider
ENTJ	think are are is
ENTJ	ca do
ISFJ	were be was were felt
ISFP	have am
ISFP	being is do have do are
ESFP	will believe
ISFJ	would say am am was kidding
ISTJ	have been left is do have am married working
ESFP	have make know must lose s
ESFJ	believe working are paddling
ISTP	love makes feel loved makes feel
ESTJ	lost seemed would be be risk being hurt
ESTP	think is amazing do know s do know am make am everything want be
ESTP	tell go get will be amazed
ESFJ	is amazing can accomplish do care
ESTJ	feel have had amazing
INFJ	was would be amazed have survived
INTP	am amazed consider is error
ISFP	should go take getting is amazing
INFP	shriveled is stuffed satisfies
INTJ	is is founded s can be tested
INTP	s amazing can do set preconceived
ISTP	kind being amazed being tricked love being tricked love
ISFP	amazes
INTP	am amazed am
INFP	have is know live have forgotten am is
ENFP	s amazing fits
ISTP	want s is making s amazing is make want let use
ESFJ	go boost believe s amazing can accomplish
ESFP	have enjoyed is meeting have sharing is find is amazing learn love
INTJ	mean have built think are will help share write s are spreading s s amazing s
ESFP	am committed s gave reach am excited are making ca wait see am looking will be
ESFJ	was trying was trying cook amazing would happen was would burn would overspill would catch would be sitting trying help taking was was
ESFJ	is amazing are made is
ISFJ	was was
ISFJ	are do stop take can have amazing loves
ISFP	am am excited come
ISFP	realized have lived have lived s amazing am s thought would be
ISTJ	amazing is do math are is s s love s get
ISFP	opened s amazing s freaking am telling gain go
ENFP	have know have been do
ISFP	s amazing say am are
ESFJ	have s amazing are
ISFJ	d like share have learned create amazing
ISFJ	think has done amazing amazing has skyrocketed s
ESTJ	s amazing get detached eat wear has are made are put put find alarming
ISFP	is coming is shining am
ISTP	like making have sprouted like making are peel took make are amazing
INFP	get will get are hear is is amazing did are doing
ISFJ	is is amazing
ESTJ	amazing was made did
INTP	did collateralized sold sold bought are amazing are
ESTP	do think am needs be written
ISFP	am be give learn amazing have have been make
ENFP	imagine are going save be have am having being
ENFP	have does change mean have sleep drag s amazing get be get starts get got are is overwhelming
ISTP	love did was amazing seeing put was
ISFJ	will tell writes amazing
ESFJ	was keep are can play is amazing games are
ESFJ	s amazing will do
ISTP	encouraged was would do look would love would say d make drawing would hang was amazing
ISFP	love love s amazing
ESFJ	have had have gives love is
INFP	s amazing wants do
ESFJ	hope am am come is amazing
ESTJ	dominates s amazing spends telling is slanted is want shut do understand
ESFJ	is amazing feel have
ISFJ	have had get do amazing work do get do
ISFJ	spend defending s amazing
INFP	have got make got based have got called all have put have set is kind amazing
INFP	saw s s were amazing is
INFP	were would become grew feel have amazing had moved think would have missed would have drifted
ISFP	can inspire following working being determined is s amazing
ISFP	love have been wear amazing
ISFP	get gifts amazing handmade am
ISFP	believe could have had was propelled am
ESTJ	are s amazing can do
ESTJ	taking is amazing remains touching
ENTJ	were were was
INFP	s amazing can absorb
ISTP	believe feeling is amazing am pushing can push can hope expect
ENFJ	won s amazing have got am killed am s moving
ESFJ	have have amazing
ESFP	is s amazing is have stayed change
INFJ	have means be become s are are
ESFP	get pinch make was were excited be was amazing woke was sold was
ESFJ	hate are amazing have made
ENTP	d love work s amazing
INTP	have been be jump did called was amazing did called
ESTJ	know parenting is amazing
ENFP	is s being taught be
ISFP	love go have can buy s amazing
ENFP	are offered makes be s can pass amazing
ESFJ	are amazing s was thinking wearing
ENTP	was was taken amazing did know was coming was camaraderie love mention could paint learned
ENFP	think is amazing should be preserved can have must because sharing is loved being set
ISTP	want be go do amazing
ESFP	win is amazing win is
INFJ	s appreciate do know take is found can support doing can be love
INFJ	was spent
ENTJ	can become is be is is
ENFP	is can do is stored is poured
INFJ	are
INFJ	ten speak
INFJ	should forget lies sleep
ENTP	is begun
ESFP	is be are have choose
ESFJ	mad get
ISFJ	are
INFJ	is pride is swallows
INFJ	know banish is can be achieved can be done
INFJ	should meet is constituted take indulging will weary stop
ENTP	is
ESFP	do exist do exist talk do
ESFP	s provided use
ISFJ	can be dishonest
ENFP	do think can fake can fake are do think can fake
ESFJ	is scream need start do fix do get going
ESTP	have spew
ISFP	have got have have does help have say is honoring had is s say do
ESTJ	does come s are is
ISFP	wrote played wrote did had known could happen
ESTP	do think has do are s do is
ISFP	says have got am going explode am know looks led am
ENFP	get know try
ISFP	turned needing get hurt
ENFP	am am do think
ENFJ	is
ENTJ	think s comes are are are hatred
ISTP	accrued might be
INFP	is is s deserving
ENTP	think has been want plain
INTJ	is charming
ENTP	is will find
ISFP	has be insist must be liking is
ISFJ	were married wondered was could have asked gave put s found happened died went looking was
ENTP	has been made wanted come is going stand is done is
ESTP	shape shape
INTJ	do build have have build
INTJ	has
INTP	painting have come
ISFP	paint has start staged takes make work
ESTP	is is
ESTP	is is built
ENTP	built
INTJ	could have been do think d have been is can see
ISFP	am drawn furniture
ENFJ	would have been intrigued being would have been intrigued thought
INTP	is characterized
INTP	is is
ENTJ	is represent
ENFP	is
ENFP	sees are did would cease be
ESTP	is is
INTJ	is
ENFP	is has known
ENFP	imitates
INFP	needs is
ENTJ	is
ENFP	do breathe writing do cry sing do write has
INTJ	have die
INTJ	is
INFP	imposes
INFP	is things do need have
ESTP	is have
INFP	am look loses
ESFJ	is is
ENTP	is is
INTJ	think is realize
INTP	can experience is is
INTP	is awaken
ENFJ	is making has done might have done
ENFP	regard being can share is be being
ENTJ	are be honored
ENTJ	is do act have have have acted are do is
INTJ	is can calm is has given
ENFP	is can realise
ENFP	is
INFP	s find
ENFP	think understand s
ESFP	is nourish must set follow takes
ENFP	is can admire
ENFP	have do is do is revive
INFP	is rediscover opened
ISTJ	is getting do want done wants do
ENTP	keeping coughing
ENTP	taking give
INFP	think are trying confirm
INFP	being means believe do can call believe do will say
ENTJ	is thought aim has been declared be aim
INTJ	can be deters striving
ENTJ	has taught telling
INTJ	is placed
ENTJ	is has taught telling
INTJ	exist exist is
INTJ	do know could be is knows
ISFJ	is wrestling dancing
INFP	called define should call is entitles sacred
INTJ	dresses is recognized
INTJ	sleeping is must stay awake
INTJ	raises relax
INTJ	respect
ENFP	is controlling
ENFP	is renew are cease see shakes see
INTJ	is
INFP	being is fascinating making is working is is
INFP	fertile will move shall appreciate will be must wish understand feel does tolerate
ENTP	is make can pay
ISFP	is be
ISTJ	is getting do want do want do
ESFP	create has wait
ENFJ	started make was be wanted be stand share
ESTP	bullfighting is is is left
INFJ	catch is hold is
INTJ	is
ENTJ	must fight will teach
INFJ	think is s refuse forced believe do think should be can own means
ENFP	called s
INTJ	is
ESTP	is living creating
ISTP	is making selling
INFP	would do must do is can exist organized
ISFJ	art is
INFP	making is working is is
ENFP	is gardened resembles has
ENFP	s suffer do s would want do is
ISFP	is is can can keep moving
ENFP	are make know feels think feel
ENTJ	think involved are are are
INTJ	is making making
ENFJ	be puzzled is be
ESFP	want answer think are do including tried answer
ENTP	is required
ISTP	does imitate imitates
ENTP	is is
ISFP	is devoted love aspire try be felt was felt guess am trying say is am trying liberate want make feel can make
ESTJ	is making be
ESTP	are
INFP	can exist naked displayed
INFP	think having ruining is could want own
INFP	is is
ENFJ	is saying saying is say
ENTP	is shadows lending
ISFP	am inspire lead
INFP	is degrade is follows
INFP	is should be shaping are is closed look
INFP	do like candied
ISFP	have discovered is s s is creating make slides lie is live s falls
INFP	is
INFJ	growing going are born do have change are has been hammered created made made made called
ESTP	do like talk am have find s are limited s find love
INFJ	is integrate
ISFJ	love is can transcend
ENFJ	must believe must employ seeking bring
INFJ	is follows imitates must be were
INTJ	are
ESFP	like tells feel becoming
ESTP	art is is be derived
INFJ	ca satisfy trying tie is appreciated used be
INFJ	gives do have make
ISTP	is has can retain conveys can hope tackle
ESFP	do think can solve s
ENFP	is can react want
ISFP	was doing were suppose started call
ENTP	have denied have taught embrace love learn grew
ISFP	becoming emancipated was did have go did was spent focusing producing am would like try am want take
ISFP	love doing shopping going writing taking s love go art
ENFP	like love like am am ca draw ca draw
ENTP	do watch think destroys talking
ESFJ	started were graduate focused did stop made knew saw traveled meant budgeting
INFJ	is
ISFP	do think is being comes
INFP	have got d like
ENFP	can be intimidating s talk are clued coming are going be catch s
ESFJ	come started thinking studied looked d practice d ask can pull will
ENFP	is
INFJ	is
ENTJ	want serve are would like bring
ESFP	want make think do may piss make promotes
ISTP	is be proud is
ENTP	have borrow everything love
ENFJ	am do have say are is watch s think s
INFP	think can claim have have have energize is are trying write have
ENFP	is has be sold is stocking fill is has need builds
ESTP	get have look see
INTP	becomes
INFJ	can stop achieving
ESTP	is thing
ENFP	is adopt dislike
ESTJ	is pray
ENFP	is let become might turn be
ESTP	is take is
ESFJ	are going achieve develop is is prevailing
ISTP	is going criticize tell
ESFP	life is enjoy do feeling have got do
ESFP	is s
ESTP	does depend is governed
ENFJ	is can change changing
INFP	was looking
ESTJ	gets will help straighten
ESFJ	think are having is display
ENFP	is clinging holding
ENTP	will have does want adopt
ENTP	was asked was said was was s s are have s was
ENTJ	peace is based means removing does mean putting threaten
INFJ	is revealing will is revealed
INTJ	is suppose should be
ESFJ	are have worked have worked is get being do embrace
INTJ	go am does feel feels
ISFJ	separated adopted believe taught is is created
ENFP	keep are know s want work battle make have want be
ENTP	s s looking
ISTP	have depending does have become seems end living
ESFJ	was could have ended coming made took colored is unique
INFJ	has have are celebrated knows is going happen does prevent being
ENFP	do mean needed
ISTP	met died was had seen was interesting see comes sort changed
ENTJ	is do can while am am arrested will do can
ENTJ	has given doubt brings bear
ESFJ	assume have come do read can be put are going s forget are starving
INFP	film edit can do ca is let keep rolling
INTP	is are permitted remain
ENTP	are
ENTJ	is
INFP	is despair should like stretch
INFJ	act
ENFP	left be
ISFP	is can see coming
ISFP	define take is should be
ENFP	is intoxicates
ENTP	contemplates
ENFP	do think remains
ENTP	is
INFP	is
INFJ	can be separated
ISFJ	d like grow be know does matter does hurt
ESFJ	was was was was
ISFP	is is reflected is gives shows grows passing
INTP	must be widening embrace living
ISFP	must be seen is
INFJ	admire
ISFP	is wears carries combs
INFJ	know is seeks is
INFP	excites
ENFP	is morbid should sympathise said
ISFP	is is genius s be boring
ISFP	are ca be contrived wo like can be manufactured s based
ENFP	must be trampled
INFP	is
ENTP	is see know must feel be affected
INFJ	is are fighting is
ESFP	is understand experience love focused
ISFJ	asks is is made
INFP	would define
INFP	did mind going was
ESFP	is
INFP	see grows
ENFP	was feel are commit read written looks
ESTP	am was return had started brought
INFP	is
INTJ	would give rise might be would contain
ENTP	is affecting
INTP	say are should put emphasis is being
ESTP	s mean is am need can put s must tell s
ISFJ	is being red
INFP	is perish has cutting
INTP	look is has been looking can receive
INFJ	is roaming seeks adorn
ENTP	is submitted is is
INFP	is has see see grows
ESFP	do want be do be tells are
ESFJ	believe are let lead possess
ESFJ	is was could appreciate
ENFP	can be will photograph will appear wo work is call do know
ISTJ	does observes is done is should whip spur
ENFP	was reading wanting become
ESFJ	did dancing was was playing has red knee s had
ISFP	has pain
ENTP	say is say liberating is realizing are find have dared look including
INTP	is isolated
ENTP	is felt perceived
ENTP	is reasoning delicate would we
ENTP	have had being have be can claim have s needs have
ISFJ	tell being has spared has been is is
ISTJ	is will tire looking displays
ISTJ	s be thinking can teach is translating
INFP	is must be shown may wonder
INFJ	would warn do attribute nature can be called confused
INFJ	is rushed
INFJ	have looked being
ESTP	did have was felt do
ISFJ	is
ISFP	takes
ISFJ	says are hypnotized see s
ISFJ	fades turned do have left
ISFJ	is being
ISFJ	think have become obsessed am saddened mutilate
ISTP	is s does change has changed s s s has done
ESFJ	comes lived have lived are places are do need
ESFJ	is being talked insisted stop take stop make see hear
ISFP	was went wore went
ENFP	thought might be get tried won think helped get noticed
INFP	am wanted give makes wanted be
ESFJ	s is aging maturing s call
ISTP	are supposed love mean love can be
ISFP	has
ISFP	is works works
ISFP	prefer
INFJ	entrusted have perverted
ESTP	can do is is can do is
INTP	believe unassuming is
ESTP	find can trust is
INTP	do know can mean keep doing
ESFP	is
ENFP	is
INFJ	find is lose
ENFP	have am satisfied
ENTJ	is separated is
ISFJ	is be performed
ENTJ	keep is give
ESTP	does is
ESFJ	have found give is find want advise do
ESTP	will do is can do ask
INTP	is have lived take
ENTJ	live have do
ESFP	make can
ISFP	believe believe laughing is believe kissing believe being seems be going believe are believe is believe
ENFJ	must develop maintain forgive is devoid forgive is devoid love is discover are hate
ESTP	is
INTP	is comes
INTP	want know are is get ai read
ISFP	hold is
ESTJ	believe is managing does need believe everything will work is worry
INTP	is will be seen
INTP	are is makes
ENFP	have had have strengthened may realize happens may be
INFJ	are remain armed is
INTP	destroy is make
ENTJ	is wishing wishes
INTP	had have tried do
ENFP	s eat s do thing s eat s eat
ENTP	is
INTP	want said plucked planted thought would grow
INTP	assure give preserve shall save
INTP	get repealed is enforce
INTP	have got is trying run s let run
ENFP	have can buy
INTP	comes is keep closed
ESTP	is saying are doing have got succeed is
ESTP	am satisfied
ENFP	is is
ENFP	is should all think is makes
INFP	die are lives am afraid becoming is have got
ESTP	has offer is work doing
ENFP	is
INFJ	knows knows
ESTP	are are
ESTP	speaking are
ISTP	innovate make is admit get
ESTP	is has failed take is work
ESTP	are are
INFJ	walking is walk
ESTP	is being can indulge brings is removes is are afraid is is
ISFP	am have tell read like
ISTP	wants die go heaven do want die get is has escaped is should be is is clears make
ENFP	is is ending
ENFP	is love
ESFP	are were would steal
ENTJ	wear is should wear inside functions
INFP	are forget
ESFP	can find do interfere have decided is being carried
ESTJ	is
INFJ	be is is is
INFP	is weigh seems
INFP	divide are shall say
ISFP	think is look are going find s buy live listen love
INTJ	is
ESFP	have make make
ENTJ	is thought are be found will be attained alike
ESFP	have found maybe are is have had is are sleeping might say
ENTP	having do take considering carrying are adopted forced
ENTP	is
ENTJ	making
ESFP	might be said have
ENTP	is
ENTJ	is rise drunken
ENTJ	is wishing wishes
ISTP	remembering are going die is know avoid thinking have lose are naked is follow
ENTJ	have rebel are inclined do
ENTP	have be investing must make have will can get
ESTJ	is is paying
INTJ	is climbed
ISFP	happened is am is should feel
ISFP	knows instinct is
ISFP	have felt had do was come say ought get is give can get
ISFP	am make am handle ca handle sure do deserve
INTJ	best will laughs
ENTP	can do flawed are is see do help find s strive do pray do
ISFP	are going say am going say s think wanted get could say am going say can s
INTJ	is is
INTJ	will be is ashamed become
INFP	have done are get is is
ISFP	d love be remembered pick am doing lessen feel am doing
ESTP	is has sense pick do wants done keep meddling do
ENFJ	become are will be decide is
ISTP	did see turned getting fired was could have happened being was replaced being freed enter
ENFP	have find flowering dedicate
ISTP	am convinced giving preserving is limited minding
ESTP	taught is listen is are sticking know is are do make
ISTP	think s brought will continue do are are unintended have seen is called is
ENFP	may realize happens may be
ESTP	be afraid give are conquer makes do will tend take
ESTP	is make is ruin
ISTP	is make be
ISTP	think will sell did build built were were going judge was were going go do wanted build could build
ESTP	believe are doing let has been done is get
ENTP	know has perfected have struggled keep have made are have lived
ISTP	use are going use pointing are going use are are going use are going have invented called is works
ISTP	hire make
ENFJ	doing puts
ENFJ	is are doing puts
ENTP	could do is simplify will be have expressed am prepared join
ISTP	think is realize are are are are should forget does do got let go
ENTP	can choose export was defined bought borrowed are getting doing has done are making
ESTP	is put see feel
ENFJ	is
INTP	are
ENFP	is doing
ESTP	have tried write can have write can
ENTP	is
ENTP	argue is gets
ENFJ	was raised believe is s operate
ESTP	is make saw heard felt couched is recreate happened picture
INTP	is
ESTP	is have do have do know does turn can modify go
ESTP	is are supposed do are make make will happen
ENTP	is
INFJ	was is am taking be s ca find pick
INTJ	are pumping humping
ENTP	is tempered
ENTP	be boring is leave
ESFJ	may be is ensures
ISFJ	successes can be guaranteed achieve is know is give is give can grant
ENFP	are make are has has
ENTJ	is
ESTP	get is avoid
ISFJ	refrain is
ISFP	leading have been
ISTP	want quit are do want be stays are performing
ISTP	s have won have do can
ISFJ	saying is has met is is honest is
ESTJ	must stop thinking thinking is
ISFJ	felt voted should feel s know s s done feeling had was voted
INTP	regulated composed trained is
ISFJ	children can lead can be can disappear
ISFJ	want remember reflected are has become
ISFJ	has been based is makes can feel
INFJ	is should be
INFP	are know
INTP	have thought
ESTJ	know do reflect doing think are
ESTJ	am hopes
ESTJ	am frustrated planning being could be
ESTJ	is remains remaining think
ISTJ	mentioned hear s
INFP	is is looking are seen
ESTP	are do make
INFP	make do have pick are
ISTJ	have found give heed say am trying accomplish proclaim ca be done deem make
ISTJ	admits can be settled will have destroyed establishing
ESFP	has shown be is make
ESFJ	chase dictates
ESFP	live is is
ESTJ	love is does care are knows love s listen s looking meets
ESTP	make are shows
INFJ	must provide can provide challenging explore
ESTP	s
INTJ	is is is do
INTP	recommend
ESTP	is make
ESFJ	feel will dictate should allow unfold go are say s have lived
INFP	are have got
INFJ	is
ESTJ	know is raise have ask does mean are finding undermined aimed
INTP	do look
INTJ	s need s s
ESFJ	give is find want advise do
ESFP	are turn are having
ESFJ	is s s have had s sharpens everything keeps
INTP	do believe are got got made
ESFJ	am am perfect make guess is keep am doing be can be
INTJ	is come
ENTJ	is
INTP	may be
INTJ	brings
INFP	empty are left
ESFJ	is give
ISFJ	having is having
ISTP	sounds should do is get make
INFJ	are expecting going happen find cause needs be done
ESFJ	are taking taking is
INFP	is is is is
ESTP	has come are meeting is is is are
ESFJ	look doing
INFP	can help prevent following creating
INFJ	feel being are feel have be
INFJ	is are doing
ESTP	am do avoid like everything be
ISFJ	matters is have am trying be can be s
ESTP	will tell thing give are going follow
INFP	is is be
INTP	ought be throw is
ENFP	is
ISFP	am like be s win come win is
ISTP	aside are set do let
ISFJ	are could imagine being
ISFJ	feel am glammed
ISFJ	look feel watch exercise
ISFJ	look am portraying think is be are be
ISFJ	know say s work have understood s worked
INTJ	s think d become disillusioned evolve do think d change is have come
ISFP	believe bring
INTP	has determined are tell teaches s boss
ENTJ	s is is promoting s would be were discriminated
ENTJ	have been presented is is is s achieved accomplished have gotten has think saw was
ISFP	rate s
ISFJ	am am playing am beat enjoy
ENFP	s nowadays working can take coughed need take hit are
ISTP	occur persist feels move can afford
INFP	curb are keep
ISFP	be will find have worked
ENFJ	be tell drinking is do is digesting warm
ESFJ	have ebb fall s can happen s thrilling
ESFP	am am can goes think
ENTJ	will do make think cry
ESFP	acting is get lose get paid s am am seems change
ISFP	am should dislike do-because am have been keeps getting
ENTP	most
ENTP	gives
ISTP	s flipping be is do have master
ENTP	represent will be determined look come
ESFJ	must capture keep can do
ISTP	are wish could disappear says were voted have means do respond is can do is
ESFJ	show are raise
ISTJ	is be regarded leads may have preach shows
INFP	letting is solve
INFP	is
ESTP	has casting does like tears
ISFJ	do want tell make s am think tell might be is
ENFP	was came running said want play started cry was
INFP	are going be lows
ENTP	can do is find are
ENTP	being got would be comprised me is could make
ENTP	speaking do know composed was thought used worry being are wasted
ESFP	get am resting am meditating getting s get am balancing
ESFP	am going go have
ISTP	hear is is
ENTP	love is
ENTP	gave is give
ENFJ	praise is celebrate
INFJ	is take
ISTP	remember burned stood
ENFP	know are getting get s can blow
ISTP	got put let fight
ISFP	see should live
ESFJ	am believe does
ESFJ	buy will spend
ISFP	is reaching are
ESFJ	hit am feeling
ENTJ	loves being is excited had could support am living s s am going buy
ESFP	will forget got punched was would be sold ca do think can go
ENFP	find is pause reflect
INTP	understand is
ESFJ	are is
ESTP	have been accomplished have kept trying seemed be
INTP	is can do say do
ESFJ	is can fire
ENFP	takes prepare
ESTP	am need be prodded am
ENTP	can be said be
ENTP	is succeed concealed is
ISTP	want put
ESFJ	let shot does go
ESTJ	is must do gets
INTP	is expect
ESTJ	will use see can give can give is bound succeed
ENFP	is did go making
ISFJ	moves
ISTJ	holding is
ENTJ	learn translate is
ESFJ	is
INTJ	takes have got have get
ENTJ	change is means plunging
ENFP	was avoid would say want have guess would be wanted act
ISTJ	are try charge charge will be
